Sample in Buffer,Sample in Window,TRIGGER,design_1_i/tvalid_fir_gen_0_odata_q[15:0],design_1_i/tvalid_fir_gen_0_odata_i[15:0],user_probe_I[15:0],design_1_i/fir_compiler_2_m_axis_data_tdata[15:0],design_1_i/fir_compiler_1_m_axis_data_tdata[15:0],design_1_i/fir_compiler_0_m_axis_data_tdata[15:0],design_1_i/fir_compiler_3_m_axis_data_tdata[15:0],design_1_i/tvalid_fir_gen_0_tvalid,design_1_i/tvalid_fir_gen_1_tvalid
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,HEX,HEX
4048,4048,0,46,-24,-24,102,-32,13,14,0,0
4049,4049,0,-371,57,57,102,-32,13,14,1,0
4050,4050,0,-371,57,57,102,-48,104,14,0,1
4051,4051,0,-371,57,57,102,-48,104,14,0,0
4052,4052,0,-371,57,57,102,-48,104,14,0,0
4053,4053,0,-371,57,57,102,-48,104,14,0,0
4054,4054,0,-371,57,57,102,-20,116,14,0,1
4055,4055,0,-371,57,57,102,-20,116,14,0,0
4056,4056,0,-371,57,57,102,-20,116,14,0,0
4057,4057,0,-371,57,57,34,-20,116,68,0,0
4058,4058,0,-484,-149,-149,34,-20,116,68,1,0
4059,4059,0,-484,-149,-149,34,27,70,68,0,1
4060,4060,0,-484,-149,-149,34,27,70,68,0,0
4061,4061,0,-484,-149,-149,34,27,70,68,0,0
4062,4062,0,-484,-149,-149,34,27,70,68,0,0
4063,4063,0,-484,-149,-149,34,53,32,68,0,1
4064,4064,0,-484,-149,-149,34,53,32,68,0,0
4065,4065,0,-484,-149,-149,34,53,32,68,0,0
4066,4066,0,-484,-149,-149,-105,53,32,32,0,0
4067,4067,0,-163,-161,-161,-105,53,32,32,1,0
4068,4068,0,-163,-161,-161,-105,31,52,32,0,1
4069,4069,0,-163,-161,-161,-105,31,52,32,0,0
4070,4070,0,-163,-161,-161,-105,31,52,32,0,0
4071,4071,0,-163,-161,-161,-105,31,52,32,0,0
4072,4072,0,-163,-161,-161,-105,-25,129,32,0,1
4073,4073,0,-163,-161,-161,-105,-25,129,32,0,0
4074,4074,0,-163,-161,-161,-105,-25,129,32,0,0
4075,4075,0,-163,-161,-161,-101,-25,129,-14,0,0
4076,4076,0,58,81,81,-101,-25,129,-14,1,0
4077,4077,0,58,81,81,-101,-74,203,-14,0,1
4078,4078,0,58,81,81,-101,-74,203,-14,0,0
4079,4079,0,58,81,81,-101,-74,203,-14,0,0
4080,4080,0,58,81,81,-101,-74,203,-14,0,0
4081,4081,0,58,81,81,-101,-78,214,-14,0,1
4082,4082,0,58,81,81,-101,-78,214,-14,0,0
4083,4083,0,58,81,81,-101,-78,214,-14,0,0
4084,4084,0,58,81,81,-70,-78,214,15,0,0
4085,4085,0,67,-72,-72,-70,-78,214,15,1,0
4086,4086,0,67,-72,-72,-70,-30,149,15,0,1
4087,4087,0,67,-72,-72,-70,-30,149,15,0,0
4088,4088,0,67,-72,-72,-70,-30,149,15,0,0
4089,4089,0,67,-72,-72,-70,-30,149,15,0,0
4090,4090,0,67,-72,-72,-70,34,53,15,0,1
4091,4091,0,67,-72,-72,-70,34,53,15,0,0
4092,4092,0,67,-72,-72,-70,34,53,15,0,0
4093,4093,0,67,-72,-72,-113,34,53,53,0,0
4094,4094,0,31,-158,-158,-113,34,53,53,1,0
4095,4095,0,31,-158,-158,-113,63,-10,53,0,1
4096,4096,0,31,-158,-158,-113,63,-10,53,0,0
4097,4097,0,31,-158,-158,-113,63,-10,53,0,0
4098,4098,0,31,-158,-158,-113,63,-10,53,0,0
4099,4099,0,31,-158,-158,-113,23,-12,53,0,1
4100,4100,0,31,-158,-158,-113,23,-12,53,0,0
4101,4101,0,31,-158,-158,-113,23,-12,53,0,0
4102,4102,0,31,-158,-158,-58,23,-12,11,0,0
4103,4103,0,-95,177,177,-58,23,-12,11,1,0
4104,4104,0,-95,177,177,-58,-76,19,11,0,1
4105,4105,0,-95,177,177,-58,-76,19,11,0,0
4106,4106,0,-95,177,177,-58,-76,19,11,0,0
4107,4107,0,-95,177,177,-58,-76,19,11,0,0
4108,4108,0,-95,177,177,-58,-186,29,11,0,1
4109,4109,0,-95,177,177,-58,-186,29,11,0,0
4110,4110,0,-95,177,177,-58,-186,29,11,0,0
4111,4111,0,-95,177,177,52,-186,29,-24,0,0
4112,4112,0,-212,102,102,52,-186,29,-24,1,0
4113,4113,0,-212,102,102,52,-250,-10,-24,0,1
4114,4114,0,-212,102,102,52,-250,-10,-24,0,0
4115,4115,0,-212,102,102,52,-250,-10,-24,0,0
4116,4116,0,-212,102,102,52,-250,-10,-24,0,0
4117,4117,0,-212,102,102,52,-242,-75,-24,0,1
4118,4118,0,-212,102,102,52,-242,-75,-24,0,0
4119,4119,0,-212,102,102,52,-242,-75,-24,0,0
4120,4120,0,-212,102,102,35,-242,-75,14,0,0
4121,4121,0,-54,-178,-178,35,-242,-75,14,1,0
4122,4122,0,-54,-178,-178,35,-173,-109,14,0,1
4123,4123,0,-54,-178,-178,35,-173,-109,14,0,0
4124,4124,0,-54,-178,-178,35,-173,-109,14,0,0
4125,4125,0,-54,-178,-178,35,-173,-109,14,0,0
4126,4126,0,-54,-178,-178,35,-82,-81,14,0,1
4127,4127,0,-54,-178,-178,35,-82,-81,14,0,0
4128,4128,0,-54,-178,-178,35,-82,-81,14,0,0
4129,4129,0,-54,-178,-178,26,-82,-81,16,0,0
4130,4130,0,292,125,125,26,-82,-81,16,1,0
4131,4131,0,292,125,125,26,-8,-11,16,0,1
4132,4132,0,292,125,125,26,-8,-11,16,0,0
4133,4133,0,292,125,125,26,-8,-11,16,0,0
4134,4134,0,292,125,125,26,-8,-11,16,0,0
4135,4135,0,292,125,125,26,29,41,16,0,1
4136,4136,0,292,125,125,26,29,41,16,0,0
4137,4137,0,292,125,125,26,29,41,16,0,0
4138,4138,0,292,125,125,101,29,41,-37,0,0
4139,4139,0,434,268,268,101,29,41,-37,1,0
4140,4140,0,434,268,268,101,38,28,-37,0,1
4141,4141,0,434,268,268,101,38,28,-37,0,0
4142,4142,0,434,268,268,101,38,28,-37,0,0
4143,4143,0,434,268,268,101,38,28,-37,0,0
4144,4144,0,434,268,268,101,34,-36,-37,0,1
4145,4145,0,434,268,268,101,34,-36,-37,0,0
4146,4146,0,434,268,268,101,34,-36,-37,0,0
4147,4147,0,434,268,268,74,34,-36,-15,0,0
4148,4148,0,224,-128,-128,74,34,-36,-15,1,0
4149,4149,0,224,-128,-128,74,27,-91,-15,0,1
4150,4150,0,224,-128,-128,74,27,-91,-15,0,0
4151,4151,0,224,-128,-128,74,27,-91,-15,0,0
4152,4152,0,224,-128,-128,74,27,-91,-15,0,0
4153,4153,0,224,-128,-128,74,16,-79,-15,0,1
4154,4154,0,224,-128,-128,74,16,-79,-15,0,0
4155,4155,0,224,-128,-128,74,16,-79,-15,0,0
4156,4156,0,224,-128,-128,-5,16,-79,32,0,0
4157,4157,0,-38,-99,-99,-5,16,-79,32,1,0
4158,4158,0,-38,-99,-99,-5,-9,1,32,0,1
4159,4159,0,-38,-99,-99,-5,-9,1,32,0,0
4160,4160,0,-38,-99,-99,-5,-9,1,32,0,0
4161,4161,0,-38,-99,-99,-5,-9,1,32,0,0
4162,4162,0,-38,-99,-99,-5,-48,89,32,0,1
4163,4163,0,-38,-99,-99,-5,-48,89,32,0,0
4164,4164,0,-38,-99,-99,-5,-48,89,32,0,0
4165,4165,0,-38,-99,-99,10,-48,89,-38,0,0
4166,4166,0,-46,178,178,10,-48,89,-38,1,0
4167,4167,0,-46,178,178,10,-87,112,-38,0,1
4168,4168,0,-46,178,178,10,-87,112,-38,0,0
4169,4169,0,-46,178,178,10,-87,112,-38,0,0
4170,4170,0,-46,178,178,10,-87,112,-38,0,0
4171,4171,0,-46,178,178,10,-106,51,-38,0,1
4172,4172,0,-46,178,178,10,-106,51,-38,0,0
4173,4173,0,-46,178,178,10,-106,51,-38,0,0
4174,4174,0,-46,178,178,-5,-106,51,-125,0,0
4175,4175,0,33,-2,-2,-5,-106,51,-125,1,0
4176,4176,0,33,-2,-2,-5,-87,-43,-125,0,1
4177,4177,0,33,-2,-2,-5,-87,-43,-125,0,0
4178,4178,0,33,-2,-2,-5,-87,-43,-125,0,0
4179,4179,0,33,-2,-2,-5,-87,-43,-125,0,0
4180,4180,0,33,-2,-2,-5,-27,-89,-125,0,1
4181,4181,0,33,-2,-2,-5,-27,-89,-125,0,0
4182,4182,0,33,-2,-2,-5,-27,-89,-125,0,0
4183,4183,0,33,-2,-2,-55,-27,-89,-86,0,0
4184,4184,0,-77,-41,-41,-55,-27,-89,-86,1,0
4185,4185,0,-77,-41,-41,-55,60,-43,-86,0,1
4186,4186,0,-77,-41,-41,-55,60,-43,-86,0,0
4187,4187,0,-77,-41,-41,-55,60,-43,-86,0,0
4188,4188,0,-77,-41,-41,-55,60,-43,-86,0,0
4189,4189,0,-77,-41,-41,-55,146,63,-86,0,1
4190,4190,0,-77,-41,-41,-55,146,63,-86,0,0
4191,4191,0,-77,-41,-41,-55,146,63,-86,0,0
4192,4192,0,-77,-41,-41,-5,146,63,-4,0,0
4193,4193,0,-202,179,179,-5,146,63,-4,1,0
4194,4194,0,-202,179,179,-5,205,144,-4,0,1
4195,4195,0,-202,179,179,-5,205,144,-4,0,0
4196,4196,0,-202,179,179,-5,205,144,-4,0,0
4197,4197,0,-202,179,179,-5,205,144,-4,0,0
4198,4198,0,-202,179,179,-5,217,134,-4,0,1
4199,4199,0,-202,179,179,-5,217,134,-4,0,0
4200,4200,0,-202,179,179,-5,217,134,-4,0,0
4201,4201,0,-202,179,179,14,217,134,19,0,0
4202,4202,0,-65,-28,-28,14,217,134,19,1,0
4203,4203,0,-65,-28,-28,14,181,41,19,0,1
4204,4204,0,-65,-28,-28,14,181,41,19,0,0
4205,4205,0,-65,-28,-28,14,181,41,19,0,0
4206,4206,0,-65,-28,-28,14,181,41,19,0,0
4207,4207,0,-65,-28,-28,14,112,-64,19,0,1
4208,4208,0,-65,-28,-28,14,112,-64,19,0,0
4209,4209,0,-65,-28,-28,14,112,-64,19,0,0
4210,4210,0,-65,-28,-28,-46,112,-64,14,0,0
4211,4211,0,159,-197,-197,-46,112,-64,14,1,0
4212,4212,0,159,-197,-197,-46,36,-101,14,0,1
4213,4213,0,159,-197,-197,-46,36,-101,14,0,0
4214,4214,0,159,-197,-197,-46,36,-101,14,0,0
4215,4215,0,159,-197,-197,-46,36,-101,14,0,0
4216,4216,0,159,-197,-197,-46,-19,-50,14,0,1
4217,4217,0,159,-197,-197,-46,-19,-50,14,0,0
4218,4218,0,159,-197,-197,-46,-19,-50,14,0,0
4219,4219,0,159,-197,-197,1,-19,-50,-5,0,0
4220,4220,0,138,115,115,1,-19,-50,-5,1,0
4221,4221,0,138,115,115,1,-37,39,-5,0,1
4222,4222,0,138,115,115,1,-37,39,-5,0,0
4223,4223,0,138,115,115,1,-37,39,-5,0,0
4224,4224,0,138,115,115,1,-37,39,-5,0,0
4225,4225,0,138,115,115,1,-23,89,-5,0,1
4226,4226,0,138,115,115,1,-23,89,-5,0,0
4227,4227,0,138,115,115,1,-23,89,-5,0,0
4228,4228,0,138,115,115,56,-23,89,-44,0,0
4229,4229,0,-51,173,173,56,-23,89,-44,1,0
4230,4230,0,-51,173,173,56,3,65,-44,0,1
4231,4231,0,-51,173,173,56,3,65,-44,0,0
4232,4232,0,-51,173,173,56,3,65,-44,0,0
4233,4233,0,-51,173,173,56,3,65,-44,0,0
4234,4234,0,-51,173,173,56,17,-1,-44,0,1
4235,4235,0,-51,173,173,56,17,-1,-44,0,0
4236,4236,0,-51,173,173,56,17,-1,-44,0,0
4237,4237,0,-51,173,173,-22,17,-1,-44,0,0
4238,4238,0,-22,-115,-115,-22,17,-1,-44,1,0
4239,4239,0,-22,-115,-115,-22,1,-43,-44,0,1
4240,4240,0,-22,-115,-115,-22,1,-43,-44,0,0
4241,4241,0,-22,-115,-115,-22,1,-43,-44,0,0
4242,4242,0,-22,-115,-115,-22,1,-43,-44,0,0
4243,4243,0,-22,-115,-115,-22,-39,-21,-44,0,1
4244,4244,0,-22,-115,-115,-22,-39,-21,-44,0,0
4245,4245,0,-22,-115,-115,-22,-39,-21,-44,0,0
4246,4246,0,-22,-115,-115,-21,-39,-21,30,0,0
4247,4247,0,301,-201,-201,-21,-39,-21,30,1,0
4248,4248,0,301,-201,-201,-21,-81,45,30,0,1
4249,4249,0,301,-201,-201,-21,-81,45,30,0,0
4250,4250,0,301,-201,-201,-21,-81,45,30,0,0
4251,4251,0,301,-201,-201,-21,-81,45,30,0,0
4252,4252,0,301,-201,-201,-21,-101,90,30,0,1
4253,4253,0,301,-201,-201,-21,-101,90,30,0,0
4254,4254,0,301,-201,-201,-21,-101,90,30,0,0
4255,4255,0,301,-201,-201,72,-101,90,102,0,0
4256,4256,0,472,-163,-163,72,-101,90,102,1,0
4257,4257,0,472,-163,-163,72,-83,66,102,0,1
4258,4258,0,472,-163,-163,72,-83,66,102,0,0
4259,4259,0,472,-163,-163,72,-83,66,102,0,0
4260,4260,0,472,-163,-163,72,-83,66,102,0,0
4261,4261,0,472,-163,-163,72,-33,-14,102,0,1
4262,4262,0,472,-163,-163,72,-33,-14,102,0,0
4263,4263,0,472,-163,-163,72,-33,-14,102,0,0
4264,4264,0,472,-163,-163,20,-33,-14,91,0,0
4265,4265,0,267,3,3,20,-33,-14,91,1,0
4266,4266,0,267,3,3,20,31,-89,91,0,1
4267,4267,0,267,3,3,20,31,-89,91,0,0
4268,4268,0,267,3,3,20,31,-89,91,0,0
4269,4269,0,267,3,3,20,31,-89,91,0,0
4270,4270,0,267,3,3,20,80,-99,91,0,1
4271,4271,0,267,3,3,20,80,-99,91,0,0
4272,4272,0,267,3,3,20,80,-99,91,0,0
4273,4273,0,267,3,3,-51,80,-99,18,0,0
4274,4274,0,119,288,288,-51,80,-99,18,1,0
4275,4275,0,119,288,288,-51,93,-33,18,0,1
4276,4276,0,119,288,288,-51,93,-33,18,0,0
4277,4277,0,119,288,288,-51,93,-33,18,0,0
4278,4278,0,119,288,288,-51,93,-33,18,0,0
4279,4279,0,119,288,288,-51,69,58,18,0,1
4280,4280,0,119,288,288,-51,69,58,18,0,0
4281,4281,0,119,288,288,-51,69,58,18,0,0
4282,4282,0,119,288,288,19,69,58,-19,0,0
4283,4283,0,245,143,143,19,69,58,-19,1,0
4284,4284,0,245,143,143,19,21,108,-19,0,1
4285,4285,0,245,143,143,19,21,108,-19,0,0
4286,4286,0,245,143,143,19,21,108,-19,0,0
4287,4287,0,245,143,143,19,21,108,-19,0,0
4288,4288,0,245,143,143,19,-26,87,-19,0,1
4289,4289,0,245,143,143,19,-26,87,-19,0,0
4290,4290,0,245,143,143,19,-26,87,-19,0,0
4291,4291,0,245,143,143,33,-26,87,2,0,0
4292,4292,0,242,-176,-176,33,-26,87,2,1,0
4293,4293,0,242,-176,-176,33,-41,15,2,0,1
4294,4294,0,242,-176,-176,33,-41,15,2,0,0
4295,4295,0,242,-176,-176,33,-41,15,2,0,0
4296,4296,0,242,-176,-176,33,-41,15,2,0,0
4297,4297,0,242,-176,-176,33,-11,-58,2,0,1
4298,4298,0,242,-176,-176,33,-11,-58,2,0,0
4299,4299,0,242,-176,-176,33,-11,-58,2,0,0
4300,4300,0,242,-176,-176,-22,-11,-58,1,0,0
4301,4301,0,27,-21,-21,-22,-11,-58,1,1,0
4302,4302,0,27,-21,-21,-22,62,-96,1,0,1
4303,4303,0,27,-21,-21,-22,62,-96,1,0,0
4304,4304,0,27,-21,-21,-22,62,-96,1,0,0
4305,4305,0,27,-21,-21,-22,62,-96,1,0,0
4306,4306,0,27,-21,-21,-22,151,-101,1,0,1
4307,4307,0,27,-21,-21,-22,151,-101,1,0,0
4308,4308,0,27,-21,-21,-22,151,-101,1,0,0
4309,4309,0,27,-21,-21,22,151,-101,-41,0,0
4310,4310,0,-24,59,59,22,151,-101,-41,1,0
4311,4311,0,-24,59,59,22,218,-92,-41,0,1
4312,4312,0,-24,59,59,22,218,-92,-41,0,0
4313,4313,0,-24,59,59,22,218,-92,-41,0,0
4314,4314,0,-24,59,59,22,218,-92,-41,0,0
4315,4315,0,-24,59,59,22,236,-82,-41,0,1
4316,4316,0,-24,59,59,22,236,-82,-41,0,0
4317,4317,0,-24,59,59,22,236,-82,-41,0,0
4318,4318,0,-24,59,59,33,236,-82,-42,0,0
4319,4319,0,31,-162,-162,33,236,-82,-42,1,0
4320,4320,0,31,-162,-162,33,200,-56,-42,0,1
4321,4321,0,31,-162,-162,33,200,-56,-42,0,0
4322,4322,0,31,-162,-162,33,200,-56,-42,0,0
4323,4323,0,31,-162,-162,33,200,-56,-42,0,0
4324,4324,0,31,-162,-162,33,134,2,-42,0,1
4325,4325,0,31,-162,-162,33,134,2,-42,0,0
4326,4326,0,31,-162,-162,33,134,2,-42,0,0
4327,4327,0,31,-162,-162,-45,134,2,15,0,0
4328,4328,0,-81,11,11,-45,134,2,15,1,0
4329,4329,0,-81,11,11,-45,77,82,15,0,1
4330,4330,0,-81,11,11,-45,77,82,15,0,0
4331,4331,0,-81,11,11,-45,77,82,15,0,0
4332,4332,0,-81,11,11,-45,77,82,15,0,0
4333,4333,0,-81,11,11,-45,60,144,15,0,1
4334,4334,0,-81,11,11,-45,60,144,15,0,0
4335,4335,0,-81,11,11,-45,60,144,15,0,0
4336,4336,0,-81,11,11,-17,60,144,47,0,0
4337,4337,0,-195,137,137,-17,60,144,47,1,0
4338,4338,0,-195,137,137,-17,83,143,47,0,1
4339,4339,0,-195,137,137,-17,83,143,47,0,0
4340,4340,0,-195,137,137,-17,83,143,47,0,0
4341,4341,0,-195,137,137,-17,83,143,47,0,0
4342,4342,0,-195,137,137,-17,123,72,47,0,1
4343,4343,0,-195,137,137,-17,123,72,47,0,0
4344,4344,0,-195,137,137,-17,123,72,47,0,0
4345,4345,0,-195,137,137,54,123,72,10,0,0
4346,4346,0,-122,-296,-296,54,123,72,10,1,0
4347,4347,0,-122,-296,-296,54,142,-28,10,0,1
4348,4348,0,-122,-296,-296,54,142,-28,10,0,0
4349,4349,0,-122,-296,-296,54,142,-28,10,0,0
4350,4350,0,-122,-296,-296,54,142,-28,10,0,0
4351,4351,0,-122,-296,-296,54,121,-88,10,0,1
4352,4352,0,-122,-296,-296,54,121,-88,10,0,0
4353,4353,0,-122,-296,-296,54,121,-88,10,0,0
4354,4354,0,-122,-296,-296,7,121,-88,-21,0,0
4355,4355,0,-1,-293,-293,7,121,-88,-21,1,0
4356,4356,0,-1,-293,-293,7,68,-74,-21,0,1
4357,4357,0,-1,-293,-293,7,68,-74,-21,0,0
4358,4358,0,-1,-293,-293,7,68,-74,-21,0,0
4359,4359,0,-1,-293,-293,7,68,-74,-21,0,0
4360,4360,0,-1,-293,-293,7,14,-11,-21,0,1
4361,4361,0,-1,-293,-293,7,14,-11,-21,0,0
4362,4362,0,-1,-293,-293,7,14,-11,-21,0,0
4363,4363,0,-1,-293,-293,-48,14,-11,31,0,0
4364,4364,0,106,220,220,-48,14,-11,31,1,0
4365,4365,0,106,220,220,-48,-15,40,31,0,1
4366,4366,0,106,220,220,-48,-15,40,31,0,0
4367,4367,0,106,220,220,-48,-15,40,31,0,0
4368,4368,0,106,220,220,-48,-15,40,31,0,0
4369,4369,0,106,220,220,-48,-12,30,31,0,1
4370,4370,0,106,220,220,-48,-12,30,31,0,0
4371,4371,0,106,220,220,-48,-12,30,31,0,0
4372,4372,0,106,220,220,-46,-12,30,109,0,0
4373,4373,0,219,177,177,-46,-12,30,109,1,0
4374,4374,0,219,177,177,-46,7,-31,109,0,1
4375,4375,0,219,177,177,-46,7,-31,109,0,0
4376,4376,0,219,177,177,-46,7,-31,109,0,0
4377,4377,0,219,177,177,-46,7,-31,109,0,0
4378,4378,0,219,177,177,-46,16,-81,109,0,1
4379,4379,0,219,177,177,-46,16,-81,109,0,0
4380,4380,0,219,177,177,-46,16,-81,109,0,0
4381,4381,0,219,177,177,-28,16,-81,100,0,0
4382,4382,0,189,13,13,-28,16,-81,100,1,0
4383,4383,0,189,13,13,-28,-2,-68,100,0,1
4384,4384,0,189,13,13,-28,-2,-68,100,0,0
4385,4385,0,189,13,13,-28,-2,-68,100,0,0
4386,4386,0,189,13,13,-28,-2,-68,100,0,0
4387,4387,0,189,13,13,-28,-41,6,100,0,1
4388,4388,0,189,13,13,-28,-41,6,100,0,0
4389,4389,0,189,13,13,-28,-41,6,100,0,0
4390,4390,0,189,13,13,41,-41,6,39,0,0
4391,4391,0,-22,299,299,41,-41,6,39,1,0
4392,4392,0,-22,299,299,41,-79,75,39,0,1
4393,4393,0,-22,299,299,41,-79,75,39,0,0
4394,4394,0,-22,299,299,41,-79,75,39,0,0
4395,4395,0,-22,299,299,41,-79,75,39,0,0
4396,4396,0,-22,299,299,41,-98,69,39,0,1
4397,4397,0,-22,299,299,41,-98,69,39,0,0
4398,4398,0,-22,299,299,41,-98,69,39,0,0
4399,4399,0,-22,299,299,72,-98,69,42,0,0
4400,4400,0,-144,168,168,72,-98,69,42,1,0
4401,4401,0,-144,168,168,72,-89,-26,42,0,1
4402,4402,0,-144,168,168,72,-89,-26,42,0,0
4403,4403,0,-144,168,168,72,-89,-26,42,0,0
4404,4404,0,-144,168,168,72,-89,-26,42,0,0
4405,4405,0,-144,168,168,72,-61,-148,42,0,1
4406,4406,0,-144,168,168,72,-61,-148,42,0,0
4407,4407,0,-144,168,168,72,-61,-148,42,0,0
4408,4408,0,-144,168,168,-14,-61,-148,71,0,0
4409,4409,0,27,-319,-319,-14,-61,-148,71,1,0
4410,4410,0,27,-319,-319,-14,-29,-204,71,0,1
4411,4411,0,27,-319,-319,-14,-29,-204,71,0,0
4412,4412,0,27,-319,-319,-14,-29,-204,71,0,0
4413,4413,0,27,-319,-319,-14,-29,-204,71,0,0
4414,4414,0,27,-319,-319,-14,-1,-147,71,0,1
4415,4415,0,27,-319,-319,-14,-1,-147,71,0,0
4416,4416,0,27,-319,-319,-14,-1,-147,71,0,0
4417,4417,0,27,-319,-319,-37,-1,-147,34,0,0
4418,4418,0,274,-264,-264,-37,-1,-147,34,1,0
4419,4419,0,274,-264,-264,-37,25,-11,34,0,1
4420,4420,0,274,-264,-264,-37,25,-11,34,0,0
4421,4421,0,274,-264,-264,-37,25,-11,34,0,0
4422,4422,0,274,-264,-264,-37,25,-11,34,0,0
4423,4423,0,274,-264,-264,-37,53,110,34,0,1
4424,4424,0,274,-264,-264,-37,53,110,34,0,0
4425,4425,0,274,-264,-264,-37,53,110,34,0,0
4426,4426,0,274,-264,-264,20,53,110,-8,0,0
4427,4427,0,207,-106,-106,20,53,110,-8,1,0
4428,4428,0,207,-106,-106,20,84,143,-8,0,1
4429,4429,0,207,-106,-106,20,84,143,-8,0,0
4430,4430,0,207,-106,-106,20,84,143,-8,0,0
4431,4431,0,207,-106,-106,20,84,143,-8,0,0
4432,4432,0,207,-106,-106,20,110,89,-8,0,1
4433,4433,0,207,-106,-106,20,110,89,-8,0,0
4434,4434,0,207,-106,-106,20,110,89,-8,0,0
4435,4435,0,207,-106,-106,-15,110,89,4,0,0
4436,4436,0,-107,-246,-246,-15,110,89,4,1,0
4437,4437,0,-107,-246,-246,-15,116,18,4,0,1
4438,4438,0,-107,-246,-246,-15,116,18,4,0,0
4439,4439,0,-107,-246,-246,-15,116,18,4,0,0
4440,4440,0,-107,-246,-246,-15,116,18,4,0,0
4441,4441,0,-107,-246,-246,-15,95,7,4,0,1
4442,4442,0,-107,-246,-246,-15,95,7,4,0,0
4443,4443,0,-107,-246,-246,-15,95,7,4,0,0
4444,4444,0,-107,-246,-246,-34,95,7,-1,0,0
4445,4445,0,-266,-230,-230,-34,95,7,-1,1,0
4446,4446,0,-266,-230,-230,-34,47,70,-1,0,1
4447,4447,0,-266,-230,-230,-34,47,70,-1,0,0
4448,4448,0,-266,-230,-230,-34,47,70,-1,0,0
4449,4449,0,-266,-230,-230,-34,47,70,-1,0,0
4450,4450,0,-266,-230,-230,-34,-11,150,-1,0,1
4451,4451,0,-266,-230,-230,-34,-11,150,-1,0,0
4452,4452,0,-266,-230,-230,-34,-11,150,-1,0,0
4453,4453,0,-266,-230,-230,38,-11,150,-40,0,0
4454,4454,0,-227,-373,-373,38,-11,150,-40,1,0
4455,4455,0,-227,-373,-373,38,-57,165,-40,0,1
4456,4456,0,-227,-373,-373,38,-57,165,-40,0,0
4457,4457,0,-227,-373,-373,38,-57,165,-40,0,0
4458,4458,0,-227,-373,-373,38,-57,165,-40,0,0
4459,4459,0,-227,-373,-373,38,-72,84,-40,0,1
4460,4460,0,-227,-373,-373,38,-72,84,-40,0,0
4461,4461,0,-227,-373,-373,38,-72,84,-40,0,0
4462,4462,0,-227,-373,-373,-13,-72,84,-44,0,0
4463,4463,0,-171,-764,-764,-13,-72,84,-44,1,0
4464,4464,0,-171,-764,-764,-13,-46,-52,-44,0,1
4465,4465,0,-171,-764,-764,-13,-46,-52,-44,0,0
4466,4466,0,-171,-764,-764,-13,-46,-52,-44,0,0
4467,4467,0,-171,-764,-764,-13,-46,-52,-44,0,0
4468,4468,0,-171,-764,-764,-13,14,-160,-44,0,1
4469,4469,0,-171,-764,-764,-13,14,-160,-44,0,0
4470,4470,0,-171,-764,-764,-13,14,-160,-44,0,0
4471,4471,0,-171,-764,-764,-102,14,-160,-15,0,0
4472,4472,0,-53,-462,-462,-102,14,-160,-15,1,0
4473,4473,0,-53,-462,-462,-102,85,-183,-15,0,1
4474,4474,0,-53,-462,-462,-102,85,-183,-15,0,0
4475,4475,0,-53,-462,-462,-102,85,-183,-15,0,0
4476,4476,0,-53,-462,-462,-102,85,-183,-15,0,0
4477,4477,0,-53,-462,-462,-102,137,-132,-15,0,1
4478,4478,0,-53,-462,-462,-102,137,-132,-15,0,0
4479,4479,0,-53,-462,-462,-102,137,-132,-15,0,0
4480,4480,0,-53,-462,-462,-6,137,-132,12,0,0
4481,4481,0,24,172,172,-6,137,-132,12,1,0
4482,4482,0,24,172,172,-6,146,-70,12,0,1
4483,4483,0,24,172,172,-6,146,-70,12,0,0
4484,4484,0,24,172,172,-6,146,-70,12,0,0
4485,4485,0,24,172,172,-6,146,-70,12,0,0
4486,4486,0,24,172,172,-6,104,-53,12,0,1
4487,4487,0,24,172,172,-6,104,-53,12,0,0
4488,4488,0,24,172,172,-6,104,-53,12,0,0
4489,4489,0,24,172,172,72,104,-53,42,0,0
4490,4490,0,-125,35,35,72,104,-53,42,1,0
4491,4491,0,-125,35,35,72,27,-84,42,0,1
4492,4492,0,-125,35,35,72,27,-84,42,0,0
4493,4493,0,-125,35,35,72,27,-84,42,0,0
4494,4494,0,-125,35,35,72,27,-84,42,0,0
4495,4495,0,-125,35,35,72,-54,-123,42,0,1
4496,4496,0,-125,35,35,72,-54,-123,42,0,0
4497,4497,0,-125,35,35,72,-54,-123,42,0,0
4498,4498,0,-125,35,35,9,-54,-123,58,0,0
4499,4499,0,-203,-235,-235,9,-54,-123,58,1,0
4500,4500,0,-203,-235,-235,9,-111,-131,58,0,1
4501,4501,0,-203,-235,-235,9,-111,-131,58,0,0
4502,4502,0,-203,-235,-235,9,-111,-131,58,0,0
4503,4503,0,-203,-235,-235,9,-111,-131,58,0,0
4504,4504,0,-203,-235,-235,9,-133,-115,58,0,1
4505,4505,0,-203,-235,-235,9,-133,-115,58,0,0
4506,4506,0,-203,-235,-235,9,-133,-115,58,0,0
4507,4507,0,-203,-235,-235,35,-133,-115,24,0,0
4508,4508,0,-55,32,32,35,-133,-115,24,1,0
4509,4509,0,-55,32,32,35,-128,-120,24,0,1
4510,4510,0,-55,32,32,35,-128,-120,24,0,0
